mean_delay_minutes,mean_gap_minutes,mean_temperature_min,mean_temperature_max,mean_precipitation_total,mean_wind_max_speed,timestamp,count
8.6585365853658537,16.0243902439024390,2.6600000000000000,3.5600000000000000,0.00000000000000000000,5.6600000000000000,2022-12-26T00:00:00.000Z,41
18.7183098591549296,26.9953051643192488,-0.70253521126760563380,2.6154460093896714,2.5201877934272300,8.6044131455399061,2023-01-02T00:00:00.000Z,213
18.4903846153846154,30.3894230769230769,-5.4912500000000000,0.20625000000000000000,2.0175000000000000,9.6350961538461538,2023-01-09T00:00:00.000Z,208
17.2571428571428571,24.8530612244897959,-1.1656326530612245,1.9435918367346939,3.1006530612244898,8.9368163265306122,2023-01-16T00:00:00.000Z,245
18.4243542435424354,24.8081180811808118,-3.5894095940959410,0.82180811808118081181,4.9740959409594096,10.9503321033210332,2023-01-23T00:00:00.000Z,271
12.9726027397260274,21.1780821917808219,-15.0462328767123288,-3.1761986301369863,0.20157534246575342466,9.6548630136986301,2023-01-30T00:00:00.000Z,292
14.5294117647058824,21.9826989619377163,-1.8394117647058824,4.7593079584775087,1.5157785467128028,10.0566782006920415,2023-02-06T00:00:00.000Z,289
14.2933333333333333,21.1644444444444444,-2.9991111111111111,6.6096888888888889,1.8823555555555556,10.1436888888888889,2023-02-13T00:00:00.000Z,225
15.6689895470383275,23.8745644599303136,-6.7677003484320557,-0.00156794425087108014,5.7345993031358885,10.5240069686411150,2023-02-20T00:00:00.000Z,287
15.2959501557632399,22.9626168224299065,-2.9013707165109034,2.4408411214953271,6.0827414330218069,12.4656386292834891,2023-02-27T00:00:00.000Z,321
12.6736111111111111,20.4131944444444444,-4.1872222222222222,1.1527777777777778,1.6224652777777778,7.0542013888888889,2023-03-06T00:00:00.000Z,288
17.5775193798449612,25.4263565891472868,-4.2590697674418605,2.7296124031007752,1.3551162790697674,11.6222480620155039,2023-03-13T00:00:00.000Z,258
12.9385964912280702,23.7587719298245614,0.41228070175438596491,7.1888157894736842,1.4129824561403509,8.7808333333333333,2023-03-20T00:00:00.000Z,228
11.8865979381443299,18.9484536082474227,-1.8867697594501718,6.8148797250859107,3.3364948453608247,9.6446735395189003,2023-03-27T00:00:00.000Z,291
12.8903654485049834,20.4119601328903654,1.4631893687707641,9.0725913621262458,2.9603986710963455,8.2438870431893688,2023-04-03T00:00:00.000Z,301
18.9635761589403974,26.1688741721854305,11.2748344370860927,25.0053311258278146,0.59072847682119205298,6.5942384105960265,2023-04-10T00:00:00.000Z,302
10.8833922261484099,18.6890459363957597,3.9242756183745583,10.0502120141342756,2.7718727915194346,9.2228268551236749,2023-04-17T00:00:00.000Z,283
12.9311594202898551,20.7536231884057971,3.5917391304347826,9.6866666666666667,1.8975724637681159,8.8213405797101449,2023-04-24T00:00:00.000Z,276
11.9177631578947368,18.9078947368421053,5.1533881578947368,11.6415460526315789,1.1429605263157895,6.2398026315789474,2023-05-01T00:00:00.000Z,304
19.9657794676806084,26.8517110266159696,10.2005703422053232,21.9097718631178707,0.00000000000000000000,6.8149049429657795,2023-05-08T00:00:00.000Z,263
15.8978102189781022,23.3868613138686131,6.4418978102189781,19.0262773722627737,0.00000000000000000000,6.5504014598540146,2023-05-15T00:00:00.000Z,274
14.8125000000000000,22.0735294117647059,7.7395955882352941,20.0356617647058824,0.00000000000000000000,3.3424632352941176,2023-05-22T00:00:00.000Z,272
23.6107382550335570,30.9798657718120805,15.6586241610738255,26.9890268456375839,0.00000000000000000000,4.6363087248322148,2023-05-29T00:00:00.000Z,298
29.9522184300341297,44.0955631399317406,13.2088737201365188,21.9684982935153584,0.84208191126279863481,7.1120136518771331,2023-06-05T00:00:00.000Z,293
21.3305084745762712,27.6144067796610169,12.3656779661016949,20.8965677966101695,4.5059745762711864,7.6641949152542373,2023-06-12T00:00:00.000Z,236
14.2807017543859649,24.6359649122807018,16.4867543859649123,25.4851754385964912,0.38135964912280701754,3.6642543859649123,2023-06-19T00:00:00.000Z,228
19.2226890756302521,26.0546218487394958,16.7683613445378151,24.1634453781512605,7.0240336134453782,7.1875630252100840,2023-06-26T00:00:00.000Z,238
12.8120000000000000,20.5520000000000000,18.1008800000000000,27.2332000000000000,1.5024400000000000,6.6579200000000000,2023-07-03T00:00:00.000Z,250
12.6572580645161290,19.3669354838709677,16.7991935483870968,25.8931854838709677,5.4651209677419355,5.5074193548387097,2023-07-10T00:00:00.000Z,248
18.3783783783783784,25.0000000000000000,16.5456756756756757,26.4346332046332046,3.6740926640926641,5.5767567567567568,2023-07-17T00:00:00.000Z,259
12.7735042735042735,19.9572649572649573,18.0281623931623932,27.7210256410256410,5.4217521367521368,5.1592307692307692,2023-07-24T00:00:00.000Z,234
14.3027522935779817,21.2522935779816514,15.5256880733944954,25.5942660550458716,2.3344036697247706,6.1479357798165138,2023-07-31T00:00:00.000Z,218
14.2631578947368421,22.3759398496240602,17.3367669172932331,26.1711278195488722,0.43646616541353383459,9.0616541353383459,2023-08-07T00:00:00.000Z,266
14.0740740740740741,22.0333333333333333,15.6768148148148148,24.6602962962962963,1.2334074074074074,8.1124444444444444,2023-08-14T00:00:00.000Z,270
18.3217054263565891,25.8294573643410853,16.6590697674418605,23.1659689922480620,1.4305426356589147,4.9077131782945736,2023-08-21T00:00:00.000Z,258
13.5120967741935484,20.1612903225806452,12.7266532258064516,24.1969758064516129,0.46120967741935483871,5.6615725806451613,2023-08-28T00:00:00.000Z,248
14.6019900497512438,20.8656716417910448,18.6204975124378109,27.5884079601990050,0.79601990049751243781,5.2753233830845771,2023-09-04T00:00:00.000Z,201
